datetime_utc,pm25,lat,lon,location_name,city
2025-05-19 00:00:00+00:00,3.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 01:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 02:00:00+00:00,8.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 03:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 04:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 05:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 06:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 07:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 08:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 12:00:00+00:00,8.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 13:00:00+00:00,0.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 14:00:00+00:00,3.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 15:00:00+00:00,9.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 16:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 17:00:00+00:00,11.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 18:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 19:00:00+00:00,11.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-19 20:00:00+00:00,0.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-20 04:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-20 08:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-20 12:00:00+00:00,9.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-20 13:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-20 17:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-20 18:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-20 19:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-20 20:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-20 21:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 04:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 06:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 07:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 09:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 10:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 11:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 12:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 13:00:00+00:00,3.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 14:00:00+00:00,3.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 15:00:00+00:00,11.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 16:00:00+00:00,11.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 17:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 18:00:00+00:00,12.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 19:00:00+00:00,11.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 20:00:00+00:00,9.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 21:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 22:00:00+00:00,11.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-21 23:00:00+00:00,15.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 00:00:00+00:00,9.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 01:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 02:00:00+00:00,10.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 03:00:00+00:00,8.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 04:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 05:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 06:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 07:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 08:00:00+00:00,8.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 09:00:00+00:00,9.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 10:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 11:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-22 12:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
